year	author	title	id	lang
1867	Sand, George [Amantine Lucile Aurore Dupin] (1804-1876)	Le dernier amour : édition ELTeC	FRA03702_Sand	fra
1840	Sand, George [Amantine Lucile Aurore Dupin] (1804-1876)	Horace : édition ELTeC	FRA03704_Sand	fra
1846	Stern, Daniel [Marie d'Agoult] (1805-1876)	Nélida : édition ELTeC	FRA03802_Stern	fra
1878	Stolz, Madame de [Fanny de Bégon] (1820-1898)	Le Secret de Laurent : édition ELTeC	FRA03903_Stolz	fra
1878	Verne, Jules (1828-1905)	Un capitaine de quinze ans : édition ELTeC	FRA04001_Verne	fra
1898	Verne, Jules (1828-1905)	Le Secret de Wilhelm Storitz : édition ELTeC	FRA04002_Verne	fra
1863	Erckmann, Émile (1822-1899)	Madame Thérèse, ou les volontaires de 92 : édition ELTeC	FRA04102_Erckmann	fra
1912	Rolland, Romain (1866-1944)	Jean-Christophe : édition ELTeC	FRA04202_Rolland	fra
1847	Achard, Amédée (1814-1875)	Belle-Rose : édition ELTeC	FRA04301_Achard	fra
1916	Barbusse, Henri (1873-1935)	Le Feu : édition ELTeC	FRA04401_Barbusse	fra
1908	Barrès, Maurice (1862-1923)	Colette Baudoche : édition ELTeC	FRA04501_Barres	fra
1907	Bazin, René (1853-1932)	Le blé qui lève : édition ELTeC	FRA04601_Bazin	fra
1919	Bourget, Paul (1852-1935)	Laurence Albani : édition ELTeC	FRA04701_Bourget	fra
1909	Corday, Michel (1869-1937)	Les révélées : édition ELTeC	FRA04801_Corday	fra
1845	Dumas, Alexandre [Dumas père] (1802-1870)	Reine Margot : édition ELTeC	FRA04901_Dumas	fra
1904	Eekhoud, Georges (1854-1927)	L'autre vue : édition ELTeC	FRA05101_Eekhoud	fra
1856	Feuillet, Octave (1821-1890)	La petite Comtesse : édition ELTeC	FRA05201_Feuillet	fra
1906	Galopin, Arnould (1865-1934)	Le Docteur Omega : édition ELTeC	FRA05301_Galopin	fra
1849	Kock, Paul de (1793-1871)	Madeleine : édition ELTeC	FRA05401_Kock	fra
1910	Lermina, Jules (1839-1915)	L'effrayante aventure : édition ELTeC	FRA05501_Lermina	fra
1904	Lesueur, Daniel (1854-1921)	Masque d'Amour : édition ELTeC	FRA05602_Lesueur	fra
1857	Maquet, Auguste (1812-1888)	La Maison du baigneur : édition ELTeC	FRA05702_Maquet	fra
1912	Mille, Pierre (1864-1941)	Louise et Barnavaux : édition ELTeC	FRA05801_Mille	fra
1907	Moselly, Emile (1870-1918)	Terres lorraines : édition ELTeC	FRA05901_Moselly	fra
1902	Rebell, Hugues (1867-1905)	Les Nuits chaudes du Cap français : édition ELTeC	FRA06001_Rebell	fra
1848	Sandeau, Jules (1811-1883)	Mademoiselle de la Seiglière : édition ELTeC	FRA06101_Sandeau	fra
1845	Viel-Castel, Horace de (1802-1864)	Archambaud de Comborn : édition ELTeC	FRA06201_Viel-Castel	fra
1884	de Montépin, Xavier (1839-1915)	La porteuse de pain : édition ELTeC	FRA06301_Montepin	fra
1876	Chandeneux, Claire de [Bérenger, Louise Lucienne Emma] (1836-1881)	Les Ménages militaires : édition ELTeC	FRA06401_Chandeneux	fra
1897	Gyp [Mirabeau, Sibylle Riquetti de] (1849-1932)	Totote : édition ELTeC	FRA06501_Gyp	fra
1902	Péladan, Joséphin [Joseph-Aimé Péladan] (1858-1918)	Modestie et vanité, roman (La décadence latine, éthopée, XVI) : édition ELTeC	FRA06601_Peladan	fra
1882	Uchard, Mario (1824-1893)	La Buveuse de perles : édition ELTeC	FRA06701_Uchard	fra
1861	Vaillant, Victor (1815-1885)	L'Elzévir de maroquin rouge : édition ELTeC	FRA06801_Vaillant	fra
1879	Vignon, Claude [Marie-Noémi Cadiot] (1828-1888)	Révoltée ! : édition ELTeC	FRA06901_Vignon	fra
1892	Mendès, Catulle (1841-1909)	Lucignole : édition ELTeC	FRA07001_Mendes	fra
1856	Blondel, Adèle (1841-1909)	Élise, ou l'éducation particulière : édition ELTeC	FRA07101_Blondel	fra
1886	Montagne, Édouard (1830-1899)	Les Affamés de Londres : édition ELTeC	FRA07201_Montagne	fra
1853	Valgand, Cécile de [Piolenc, Cécile Marchand-Caruë, Mise de]	Blondine, roman nouveau : édition ELTeC	FRA07301_Valgand	fra
1910	Leblanc, Maurice (1864-1941)	813 (Huit-Cent-Treize) : édition ELTeC	FRA07401_Leblanc	fra
1897	Darien, Georges (1862-1921)	Le Voleur : édition ELTeC	FRA07501_Darien	fra
1913	Leroux, Gaston (1868-1927)	La Reine du Sabbat : édition ELTeC	FRA07601_Leroux	fra
1894	Anonymous	Roșcan Haiducul. Nuvelă ilustrată cu două gravuri: ELTeC edition	ROM001	rom
1894	Bălănescu, Simion (?-?)	Blestemul. Sfârșitul blestemului: Ediție ELTeC	ROM002	rom
1870	Eminescu, Mihai (1850-l889)	Geniu Pustiu: ediție ELTeC	ROM003	rom
1908	Dumbravă, Bucura [Fany Seculici/ Fanny Szeculicz](1868-l926)	Haiducul: ELTeC edition	ROM004	rom
1883	Macri, Panait (1863-l932)	Ghiță Cătănuță, căpitan de haiduci: ediție ELTeC	ROM005	rom
1873	Popescu, N.D. (1843-l921)	Iancu Jianu, Haiducul: ediție ELTeC	ROM006	rom
1892	Stoenescu, Stefan (psedo?)	Corbea. Istorie originală ilustrată cu 7 gravuri: ediție ELTeC	ROM007	rom
1882	Popescu, N.D. (1843-l921)	Boierii haiduci. Nuvela originală compusă de N.D. Popescu cu patru ilustrațiuni: ediție ELTeC	ROM008	rom
1906	Macedonski, Alexandru (1854-l920)	THALASSA: ediție ELTeC	ROM009	rom
1894	Vlahuță, Alexandru (1858-l919)	Dan: ediție ELTeC	ROM010	rom
1872	Grandea, Grigore H. (1843-l897)	Fulga sau ideal și real: ediție ELTeC	ROM011	rom
1887	Grandea, Grigore H. (1843-l897)	Vlăsia sau ciocoii noi: ediție ELTeC	ROM012	rom
1865	Ionescu, Radu (1834-l872)	La Gura sobei: ediție ELTeC	ROM013	rom
1865	Ionescu, Radu (1834-l872)	Catastihul amorului: ediție ELTeC	ROM014	rom
NA	Ionescu, Radu (1834-l872)	Don Juanii din București: ediție ELTeC	ROM015	rom
1855	Bolintineanu, Dimitrie (1819-l872)	Manoil: ediție ELTeC	ROM016	rom
1862	Bolintineanu, Dimitrie (1819-l872)	Elena. Roman original de datine politic filosofic: ediție ELTeC	ROM017	rom
1864	Bolintineanu, Dimitrie (1819-l872)	Doritorii nebuni: ediție ELTeC	ROM018	rom
1920	Demetrius, V. (1878-l942)	Matei Dumbărău. Roman: ediție ELTeC	ROM019	rom
1920	Demetrius, V. (1878-l942)	Oraşul bucuriei. Roman: ediție ELTeC	ROM020	rom
1920	Demetrius, V. (1878-l942)	Păcatul Rabinului. Roman: ediție ELTeC	ROM021	rom
1894	MACRI, P. (1863-l932)	HAIDUCUL TANDURA. SCRIERE ORIGINAL, CU ADAUSE SI MODIFICARI: ediție ELTeC	ROM022	rom
1892	Ighel, Ilie (1870-l938)	Tîlharul Fulger. Roman criminal: ediție ELTeC	ROM023	rom
1912	Dumbravă, Bucura (1868-l926)	Pandurul. Ediția VIII-a: ediție ELTeC	ROM024	rom
1862	Bujoreanu, Ioan M. (1834-l899)	Mistere din București: ediție ELTeC	ROM025	rom
1899	Macri, P. Panait (1863-l932)	Bostan. Haiduc de peste Milcov: ediție ELTeC	ROM026	rom
1896	Baronzi, G. (1828-l896)	Fontana zânelor: ediție ELTeC	ROM027	rom
1898	Nottara, Constantin I.A. (1872-l923)	Suflete obosite: ediție ELTeC	ROM028	rom
1881	Xenopol, Nicolae (1859-l917)	BRAZI SI PUTREGAIU. MORAVURI PROVINCIALE: ELTeC edition	ROM029	rom
1903	Ianculescu de Reus, Eugenia (1866-l938)	Spre desrobire. Roman: ELTeC Edition	ROM030	rom
1861	Aricescu, C.D. (1823-l886)	Mysterele Casatoriei: ediție ELTeC	ROM031	rom
1890	Rădulescu, G. (Rădulescu-Niger, N.G?) (1861-l944)	Banditul Rîureanu sau un înger în infern. Roman dramatic senzațional de G. Rădulescu: ediție ELTeC	ROM032	rom
1920	Anonymous	Ruxanda Haiduciasa. Nuvelă Istorică Națională: ediție ELTeC	ROM033	rom
1855	Boerescu, C. (1836-l908)	Aldo si Aminta: ediție ELTeC	ROM034	rom
1908	Hodoş, Constanţa (1861-l934)	Martirii. Roman: ELTeC Edition	ROM035	rom
1902	Ianculescu de Reus, Eugenia(1866-l938)	Voinţă. Roman: ELTeC Edition	ROM036	rom
1903	Popescu, N.D. (1843-l921)	Radu Anghel, Căpitan de Tâlhari: ediție ELTeC	ROM037	rom
1902	Dragomirescu, Iuliu (1880-l949)	Cele şapte candeli. Pe Catafalc. Roman creştin: ELTeC Edition	ROM038	rom
1882	P., D.D [pseudo]	Codreanu Mare Haiduc National: ediție ELTeC	ROM039	rom
1912	Gheorghiu, Smaranda, pseudo: Smara (1857-l944)	Fata Tatii. Roman de moravuri: ELTeC Edition	ROM040	rom
1873	NEGRUZZI, IACOB (1842-l932)	MIHAI VEREANU: ELTeC edition	ROM041	rom
1906	Sandu-Aldea, C. (1874-l927)	Două neamuri: ELTeC Edition	ROM042	rom
1858	Dumitrescu, Ioan (1830-l912)	Radu Buzesku: editie ELTeC	ROM043	rom
1873	Pelimon, A.(1822-l881)	UNU FUNCTIONARU SINUCISU. FRATELE SI SORA: ELTeC edition	ROM044	rom
1863	Filimon, Nicolae(1819-l865)	"CIOCOII VECHI ŞI NOI SAU „CE NAŞTE DIN PISICĂ ŞOARECI MĂNÂNCĂ""!. Romanţ original: ELTeC edition"	ROM045	rom
1855	Urechia, V.A. (1834-l901)	Logofătul Baptiste Veleli. Episod istoric din secolul al XVIII lea: ELTeC edition	ROM046	rom
1903	Prasin, Spiru(1864-l904)	CALEA ROBILOR: ELTeC edition	ROM047	rom
1891	Pop-Florantin, Ioan (1843-l936)	Avram Iancu, regele Carpaţilor, continuatorul operii lui Horia. Roman istoric, după publicaţiuni şi comunicări date de martori oculari şi părtaşi la lupte: ediție ELTeC	ROM048	rom
1882	Pop-Florantin, Ioan (1843-l936)	Decebal. Nuvelă istorică: ELTeC edition	ROM049	rom
1885	Pop-Florantin, Ioan (1843-l936)	Horea. Roman original (după actele istorice publicate de A. Papiu, A. Odobescu, N. Densușianu, și tradiție): ediție ELTeC	ROM050	rom
1855	Urechia, V. A (1834-l901)	COLIBA MĂRIUCĂI. Roman naţional: ediție ELTeC	ROM051	rom
1907	Zamfirescu, Duiliu (1858-l922)	TĂNASE SCATIU. Roman: ediție ELTeC	ROM052	rom
1902	Zamfirescu, Duiliu (1858-l922)	În Războiu. Roman: ediție ELTeC	ROM053	rom
1904	Becescu-Silvan, Gh. (1875-l924)	VALEA ALBĂ. Roman eroic. 1476: ediție ELTeC	ROM054	rom
1906	Becescu-Silvan, Gh. (1875-l924)	Pentru Neatîrnare 1877-78. Roman răsboinic: ediție ELTeC	ROM055	rom
1904	Rosetti, Radu (1853-l926)	Cu paloșul. Poveste vitejască din vremea descălecatului Moldovei: ediție ELTeC	ROM056	rom
1912	Rosetti, Radu (1853-l926)	Păcatele Sulgeriului: ediție ELTeC	ROM057	rom
NA	Alexandrescu, Alexandru I.	Misterul din Turnul Eiffel sau resbunarea unei principese ruse: ELTeC edition	ROM058	rom
1907	Nadejde, Sofia (1856-l946)	Părinți și Copii. Roman: ediție ELTeC	ROM059	rom
1903	Nadejde, Sofia (1856-l946)	Patimi. Roman din viața românească: ediție ELTeC	ROM060	rom
1906	Nadejde, Sofia (1856-l946)	Robia banului. Roman: ediție ELTeC	ROM061	rom
1887	Mille, Constantin (1861-l927)	DINU MILIAN: ediție ELTeC	ROM062	rom
1898	Antemireanu, Alexandru (1877-l910)	DIN VREMEA LUI CĂPITAN COSTACHE: ediție ELTeC	ROM063	rom
1909	Caliga, George (1878-?)	Misterul morţei Jeanei Cristescu: ediție ELTeC	ROM064	rom
1920	Lovinescu, E. (1881-l943)	Lulù. Roman: ELTeC Edition	ROM065	rom
1913	Xenopol, Adela (1861-l939)	Pe urma războiului. Roman: ELTeC Edition	ROM066	rom
NA	Petriceicu Hasdeu, Bogdan (1838-l907)	Ursita: ediție ELTeC	ROM067	rom
NA	Radulescu-Niger, N. (1861-l944)	Orfanii neamului. Roman Naționalist: ediție ELTeC	ROM068	rom
NA	Speranția, Th. (1856-l929)	Fete de Azi: ediție ELTeC	ROM069	rom
1920	Gheorghiu, Smaranda, pseudo: Smara (1857-l944)	Băiatul Mamii. Roman Educativ: ELTeC Edition	ROM070	rom
1906	Slavici, Ioan (1848-l925)	Mara. Roman: ELTeC Edition	ROM071	rom
1902	Slavici, Ioan (1848-l925)	Din Bĕtrânĭ. Narațiune istorică: ELTeC Edition	ROM072	rom
1920	Slavici, Ioan (1848-l925)	Din două lumi. Narațiune: ELTeC Edition	ROM073	rom
1910	Moruzi, Dumitru C. (1850-l914)	Înstrăinaţii: ELTeC Edition	ROM074	rom
1914	Moruzi, Dumitru C. (1850-l914)	Moartea lui Cain. Roman social: ELTeC Edition	ROM075	rom
1920	Rebreanu, Liviu (1885-l944)	Ion: ELTeC Edition	ROM076	rom
1914	Agârbiceanu, Ion (1882-l963)	Arhanghelii: ELTeC Edition	ROM077	rom
1912	Moruzi, Dumitru C. (1850-l914)	Pribegi în Ţară Răpită. ROMAN SOCIAL BASARABEAN: ELTeC Edition	ROM078	rom
1904	Vulcan, Petru (1866-l922)	Armânda: ELTeC Edition	ROM079	rom
1883	Alexi, Theohar (1843-l912)	Babeta. Roman original: ELTeC Edition	ROM080	rom
1916	Bart, Jean/ Botez, Eugeniu P. (1874-l933)	DATORII UITATE. Documente omenești. Nuvele: ELTeC Edition	ROM081	rom
1906	Bacaloglu, Elena (1878-l947)	În luptă: ELTeC Edition	ROM082	rom
1918	Cassvan, Sarina (1894-l978)	Între artă și iubire. Roman: ELTeC Edition	ROM083	rom
1899	Anestin, Victor (1875-l918)	În anul 4000 sau o călătorie la Venus: ELTeC Edition	ROM084	rom
1911	Teodoru, Olimpia [Olteo] ()	Un proces pierdut. Roman social: ELTeC Edition	ROM085	rom
1871	Miller, Theodor A. ()	IN JASSY: ediție ELTeC	ROM086	rom
1916	Mestugean, V. (1869-l942)	Getta. Roman: ediție ELTeC	ROM087	rom
1899	Iorgulescu, Aurel (1880-?)	Prostituata (Roman): ediție ELTeC	ROM088	rom
1875	Fundescu, I. C. (1836-l904)	Scarlat. Romanu originalu: ediție ELTeC	ROM089	rom
1908	Lecca, Irina G. (1881-l953)	Dreptul Vieței. Roman: ELTeC Edition	ROM090	rom
1920	Lecca, Irina G. (1881-l953)	Marcu Ulpiu Traian Stănoiu. Roman: ELTeC Edition	ROM091	rom
1910	Lecca, Irina G. (1881-l953)	Pe urma dragostei. Roman: ELTeC Edition	ROM092	rom
1911	Zamfirescu, Duiliu (1858-l922)	Anna (Ceea ce nu se poate). Roman: ELTeC edition	ROM093	rom
1903	Moldovan, Vasile E. (1881-l924)	Dușmănie. Roman: ediție ELTeC	ROM094	rom
1862	Baronzi, George (1828-l896)	Misterele Bucurescilor: ediție ELTeC	ROM095	rom
1853	Pelimon, A. (1822-l881)	Hotii si Hagiul: editie ELTeC	ROM096	rom
1860	Ghica, Pantazi (1831-l882)	Un boem român: ediție ELTeC	ROM097	rom
1871	Aricescu,C.D. (1823-l886)	Sora Agapia saŭ Călugăria şi Căsătoria: editie ELTeC	ROM098	rom
1876	Vulcan,Iosif (1841-l907)	Ranele natiunii: editie ELTeC	ROM099	rom
1863	Pelimon, A. (1822-l881)	Jidovul Cămătar: editie ELTeC	ROM100	rom
1852	Атанацковић, Богобој (1826-1858)	Два идола : ELTeC издање	SRP18520_BogobojA_DvaIdola	srp
1859	Игњатовић, Јаков (1822-1889)	Ђурађ Бранковић : историческиј роман : ELTeC издање	SRP18590_JakovI_DjuradjB	srp
1862	Игњатовић, Јаков (1822-1889)	Једна женидба : слика из живота : ELTeC издање	SRP18620_JednaZenidba	srp
1863	Игњатовић, Јаков (1822-1889)	Милан Наранџић : ELTeC издање	SRP18630_JakovI_MilanN	srp
1863	Ђорђевић, Владан (1844-1930)	Кочина крајина : историјски роман : ELTeC издање	SRP18631_VladanDj_KocinaKrajna	srp
1868	Грчић, Јован Миленко (1846-1875)	"У гостионици код ""Полу-звезде"" на имендан шантавог торбара : Приповетка из народног живота : ELTeC издање"	SRP18680_JovanGM_UGostionici	srp
1869	Ђорђевић, Владан (1844-1930)	Гмунденско језеро : путничка новела : ELTeC издање	SRP18690_GmundenskoJezero	srp
1869	Поповић, Панта (1843-1918)	Какав је ко онако му и бива : приповетка из народна живота / написао за народ Панта Поповић : ELTeC издање	SRP18691_PantaP_KakavJeKo	srp
1874	Суботић, Јован (1817-1886)	Калуђер : истина и поезија : ELTeC издање	SRP18730_JovanS_Kaludjer	srp
1874	Јакшић, Ђура (1832-1878)	Сељаци : приповетка из сеоског живота, из године 1857. : ELTeC издање	SRP18740_DjuraJ_Seljaci	srp
1875	Јакшић, Ђура (1832-1878)	Сирота Банаћанка : ELTeC издање	SRP18741_DjuraJ_Banacanka	srp
1875	Игњатовић, Јаков (1822-1889)	Васа Решпект : ELTeC издање	SRP18750_JakovI_VasaRespekt	srp
1875	Глишић, Милован (1847-1908)	Глава шећера : ELTeC издање	SRP18751_MilivanG_GlavaSecera	srp
1875	 Радуловић, Пера (????-????)	Без оца и мајке : ELTeC издање	SRP18752_PeraR_BezOcaMajke	srp
1876	Јакшић, Ђура (1832-1878)	Чича Тима : приповетка из учитељског живота : ELTeC издање	SRP18760_DjuraJ_CicaTima	srp
1878	Михајловић, Бранко [Љубиша Бранковић] (1857-1918)	Пред зору : роман у два дела : ELTeC издање	SRP18780_BrankoM_PredZoru	srp
1879	Милићевић, Милан Ђ. (1831-1908)	Јурмуса и Фатима или Турска сила сама себе једе: прича о ослобођењу шест округа 1832-1834 : ELTeC издање	SRP18790_MilanDjM_JurmusaFatima	srp
1879	Барунчић, Коста (????-????)	Пастир краљ или Ослобођење Србије : историјска приповетка / написао К. Б. : ELTeC издање	SRP18791_KostaB_PastirKralj	srp
1879	Милићевић, Милан Ђ. (1831-1908)	Хајдуци : биљешке с пута по Рујну : ELTeC издање	SRP18792_MilanDjM_Hajduci	srp
1879	Јеремић, Јован (1860-1931)	Љубав и патриотизам : ELTeC издање	SRP18793_JovanJ_LjubavPatriot	srp
1880	Комарчић, Лазар (1833-1909)	Драгоцена огрлица: прича у своје време : ELTeC издање	SRP18800_DragocenaOgrlica	srp
NA	Гавриловић, Драга (1854-1917)	Из учитељичког живота : ELTeC издање	SRP18840_DraginjaG_IzUcitZivota	srp
1886	Милићевић, Милан Ђ. (1831-1908)	Омер Челебија : приповијетка из живота српскога народа : ELTeC издање	SRP18860_MilanDjM_OmerCelebija	srp
1887	Гавриловић, Драга (1854-1917)	Бабадевојка : ELTeC издање	SRP18870_DraginjaG_Babadevojka	srp
1887	Комарчић, Лазар (1833-1909)	Мој кочијаш : слике 1883 године : ELTeC издање	SRP18871_LazarK_MojKocijas	srp
1888	Поповић-Шапчанин, Милорад (1847-1895) 	Сањало : ELTeC издање	SRP18880_Sapcanin_Sanjalo	srp
1888	Марковић Адамов, Павле (1855-1907)	Дух времена сад је таки! : ELTeC издање	SRP18881_PavleMA_DuhVremena	srp
1888	Поповић, Стеван В. (1845-1918)	Шумарева ћерка : приповетка из српскога живота / написао С. В. Поповић : ELTeC издање	SRP18882_StevanVP_SumarevaCerka	srp
1888	Игњатовић, Јаков (1822-1889)	Патница : роман : ELTeC издање	SRP18883_JakovI_Patnica	srp
1889	Гавриловић, Драга (1854-1917)	Девојачки роман : ELTeC издање	SRP18890_DraginjaG_DevRoman	srp
1889	Веселиновић, Јанко М. (1862-1905)	Борци : роман из сеоског живота. Свеска 1 : ELTeC издање	SRP18891_JankoV_Borci	srp
1889	Тодоровић, Пера (1852-1907)	Силазак с престола : роман / написао Карио Амурели : ELTeC издање	SRP18892_PeraTod_SilazakSPrestola	srp
1891	Мијатовић, Чедомиљ (1842-1932)	Иконија везирова мајка: приповетка из XVII века : ELTeC издање	SRP18910_CyedomirM_Ikonija	srp
1891	Јевтић, Стеван Ј. (1854-1904)	Даница : роман из београдског живота : ELTeC издање	SRP18911_StevanJJ_Danica	srp
1892	Рогић, Душан (1855-????)	Србин и Хрватица или љубав и народност : роман : Из народносних размирица Срба и Хрвата у Загребу : ELTeC издање	SRP18921_DusanR_SrbinHrvatica	srp
1892	 Матавуљ, Симо (1852-1908)	Бакоња фра-Брне : његово ђаковање и постриг : ELTeC издање	SRP18922_SimoM_Bakonja	srp
1892	Тодоровић, Пера (1852-1907)	Београдске тајне : историски роман из српске прошлости, с краја прошлог века!. Св. 1 : ELTeC издање	SRP18923_NN_BeogradskeTajne	srp
1893	Гавриловић, Андра (1864-1929)	Прве жртве: приповетка из српске прошлости : ELTeC издање	SRP18930_AndraG_PrveZrtve	srp
1888	Веселиновић, Јанко М. (1862-1905)	Сељанка : приповетка из сеоског живота : ELTeC издање	SRP18932_JankoV_Seljanka	srp
1893	Тодоровић, Пера (1852-1907)	Смрт Карађорђева : историски роман из недавне прошлости : ELTeC издање	SRP18933_PeraTod_SmrtKaradjordja	srp
1893	Комарчић, Лазар (1833-1909)	Један разорен ум : ELTeC издање	SRP18934_LazarK_1RazorenUm	srp
1893	Јовичић, Живојин (1837-1908)	Робињица Злата : приповетка из прошлости : ELTeC издање	SRP18935_RobinjicaZlata	srp
1894	Сретеновић, Михаило (1866-1934)	Радетића Мара: приповетка из сеоскога живота : ELTeC издање	SRP18940_MihailoS_RadeticaMara	srp
1894	Сремац, Стеван (1855-1906)  	Поп Ћира и поп Спира : приповетка : ELTeC издање	SRP18941_StevanS_PopViraPopSpira	srp
1894	Радовић, Димитрије (????-????)	Синовац : оригинални роман : ELTeC издање	SRP18942_DimitijeR-Sinovac	srp
1895	Сремац, Стеван (1855-1906)  	Ивкова слава : приповетка : ELTeC издање	SRP18950_StevanS_IvakovaSlava	srp
1895	Светолик, Владимир	Кажњено неверство : најновији роман : ELTeC издање	SRP18951_VladimirS_KaznjenoNeverstvo	srp
1896	Мамузић, Стеван (????-????)	Неједнака браћа : приповетка за народ : ELTeC издање	SRP18961_StevanM_NejednakaBraca_corr_20201221	srp
1896	Веселиновић, Јанко М. (1862-1905)	Хајдук Станко : историјски роман : ELTeC издање	SRP18963_Hajduk_Stanko	srp
1896	Гавриловић, Андра (1864-1929)	Деспотова властела : роман из српске прошлости : ELTeC издање	SRP18964_AndraG_DespotovaVlastela	srp
1896	Петровић, Коста (1858-1928)	Неимари : роман из новије српске историје : ELTeC издање	SRP18965_KostaP_Neimari_saKrajem	srp
1896	Томић, Јаша (1856-1922)	Назарени : роман : ELTeC издање	SRP18966_JasaT_Nazareni	srp
1897	Матијашић, Стеван М. (????-????)	Грофица Агнеша Јанковић : роман : ELTeC издање	SRP18970_StevanMat_GroficaAgnesa	srp
1897	Ранковић, Светолик (1863-1899)	Горски цар : роман : ELTeC издање	SRP18971_SvetolikR_GorskiCar	srp
1898	Лазаревић, Лаза К. (1851-1891)	Швабица : ELTeC издање	SRP18980_LazaL_Svabica	srp
1899	Мијатовић, Чедомиљ (1842-1932)	Кнез Градоје од Орлова Града : приповетка из времена боја на Косову : ELTeC издање	SRP18990_MijatovicCy_KnezGradoje	srp
1899	Станковић, Борисав (1876-1927)	Увела ружа : ELTeC издање	SRP18991_BorisavS_UvelaRuza	srp
1899	Јањић, Велислав (????-????)	Лутајуће душе : приповетка за поуку : намењено задругарству : ELTeC издање	SRP18992_VelislavJ_LutajuceDuse	srp
1899	Ранковић, Светолик (1863-1899)	Сеоска учитељица : роман : ELTeC издање	SRP18993_SvetolikR_SeoskaUciteljica	srp
1900	Ранковић, Светолик (1863-1899)	Порушени идеали : роман : ELTeC издање	SRP19000_SvetolikR_PoruseniIdeali	srp
1900	Тутуновић, Радојица В. (????-????)	Миланово школовање : ELTeC издање	SRP19001_MilanovoSkolovanje	srp
1900	Кара-Радовановић, Павле (????-????)	Крвави злочин у браку без љубави : ELTeC издање	SRP19002_KrvaviZlocin	srp
1901	Поповић, Тодор Љ. (1870-1957)	Гила : новела из сеоског живота : ELTeC издање	SRP19010_TodorP_Gila	srp
1901	Вулетић-Вукасовић, Вид (1853-1933)	Причек Цара Душана у Дубровнику год. 1349. : историчка новела из XIVв. : ELTeC издање	SRP19011_VidVV_CarDubrovnik	srp
1901	Димитријевић, Јелена (1862–1945)	Ђул-Марикина прикажња : приповетка : ELTeC издање	SRP19012_JelenaD_DjulMarika	srp
1902	Нушић, Бранислав (1864-1938)	Општинско дете: роман једног одојчета : ELTeC издање	SRP19021_BranislavN_OpstinskoDet	srp
1902	Ранковић, Драгутин Ј. (1882-1956)	Славко : ELTeC издање	SRP19023_DragutinR_Slavko	srp
1902	Тасић, Димитрије С. (????-????)	Харамбаша Мицко : српски војвода и заточеник у Фесану : ELTeC издање	SRP19024_MickoHarambasa	srp
1902	Домановић, Радоје М. (1873-1908)	Страдија. 1 : ELTeC издање	SRP19025_RadojeD_Stradija	srp
1903	Костић, Тадија П. (1863-1927)	Прво весеље : приповетка : ELTeC издање	SRP19030_PrvoVeselje	srp
1903	Савић, Божа (1862-1927)	Две сестре или Самоубиство једне шваље : слика из београдског живота : ELTeC издање	SRP19031_BozaS_DveSestre	srp
1897	 Илић, Драгутин Ј. (1858–1926)	Хаџи-Ђера : приповетка : ELTeC издање	SRP19040_DragutinI_Djera	srp
1904	Ћипико, Иво (1869-1923)	За крухом : ELTeC издање	SRP19041_IvoC_ZaKruhom	srp
1905	Ћоровић, Светозар (1875-1919)	Женидба Пере Карантана : ELTeC издање	SRP19051_SvetozarC_ZenidbaPK	srp
1906	Талетов, Пера С. (1875-1955)	Новац : роман из београдског живота : ELTeC издање	SRP19060_PeraT_Novac	srp
1906	 Илић, Драгутин Ј. (1858–1926)	Хаџи-Диша : роман из живота старог Београда : ELTeC издање	SRP19061_DragutinI_HadziDisa	srp
1906	 Јездић, Коста Д. (1853-1930)	Злочин једне свекрве : криминална приповетка : из скоре прошлости / по аутентичним податцима и судским актима написао К. Д. Јездић : ELTeC издање	SRP19062_KostaJ_ZlocinSvekrve	srp
1906	Тунгуз-Перовић, Радован (1879-1944)	Из земље плача : ELTeC издање	SRP19063_RadovanTPN_ZemljaPlaca	srp
1903	Димитријевић, Јелена (1862–1945)	Фати-султан : ELTeC издање	SRP19070_JelenaD_FatiSultan	srp
1907	"Сремац, Стеван (1855-1906)
                    
                "	Зона Замфирова : приповетка : ELTeC издање	SRP19071_StevanS_ZonaZ	srp
1908	Петровић, Бошко Ст. (1869-1913)	Модерно робље : роман из живота босанских Срба : ELTeC издање	SRP19080_ModernoRoblje	srp
1909	Ћипико, Иво (1869-1923)	Пауци : ELTeC издање	SRP19090_IvoC_Pauci	srp
1909	Динић, Сретен (1875-1949)	Препорођај : ELTeC издање	SRP19091_SretenD_Preporodjaj	srp
1910	Ускоковић, Милутин (1884-1915)	Дошљаци : роман : ELTeC издање	SRP19100_MilutinU_Dosljaci	srp
1910	Станковић, Борисав (1876-1927)	Нечиста крв : ELTeC издање	SRP19101_BorisavS_NecistaKrv	srp
1910	Миодраговић, Јован (1854-1926)	Радиша или какав нам учитељ треба на селу : ELTeC издање	SRP19102_JovanM_Radisa	srp
1912	Димитријевић, Јелена (1862–1945)	Нове : роман : ELTeC издање	SRP19120_JelenaD-Nove	srp
1912	Милићевић, Вељко М. (1886-1929)	Беспуће : ELTeC издање	SRP19121_VeljkoM_Bespuce	srp
1913	Новаковић, Стојан (1842-1915)	Калуђер и хајдук : приповетка о последњим данима Србије у XV веку : ELTeC издање	SRP19130_StojanN_KaludjerHajduk	srp
