"Barvinok_SkoshenyiTsvit" "Cherniavskyi_VaeVictis" "Fedkovych_Farmazony" "Franko_BoaConstrictor" "Franko_PerekhresniStezhky" "Franko_ZakharBerkut" "Hrinchenko_BratNaBrata" "Hrinchenko_PidTykhymyVerbamy" "Hrinchenko_SeredTemnoiNochi" "Iatskiv_Blyskavytsi" "Kashchenko_BortsiZaPravdu" "Kashchenko_PidKorsunem" "Kashchenko_ZDnipraNaDunai" "Khotkevych_KaminnaDushia" "Kobylianska_Liudyna" "Kobylianska_VNediliuRanoZilliaKopala" "Kobylianska_Zemlia" "Konyskyi_BabaIavdokha" "Konyskyi_KhvoraDusha" "Konyskyi_SemenZhuk" "Koroliv_Chmelyk" "Kotsiubynskyi_TiniZabutykhPredkiv" "Krymskyi_NePorozumiiutsia" "Kulish_ChornaRada" "KulishBilozerska_NeBuloZmalku" "Kvitka_KonotopskaVidma" "Kvitka_KozyrDivka" "Kvitka_SerdeshnaOksana" "Levytskyi_HetmanIvanVyhovskyi" "Makovei_KlopotySavchykhy" "Martovych_Zabobon" "Mordovets_DviDoli" "Myrnyi_Durnytsia" "Myrnyi_KhibaRevutVoly" "Myrnyi_LykhyiPoputav" "Nazaruk_KniazYaroslavOsmomysl" "Pchilka_Tovaryshky" "Romanova_Akula" "Storozhenko_MarkoProkliatyi" "Teslenko_StracheneZhyttie" "Ukrainka_NadMorem" "Ukrainka_Pryiazn" "Ukrainka_Zhal" "Vorobkevych_MestChornohortsia" "Vovchok_DeviatBrativ" "Vovchok_Instytutka" "Vovchok_Kozachka" "Vovchok_VidSebeNeVtechesh" "Vynnychenko_ZapyskyKyrpatohoMefistofelia"
"Barvinok_SkoshenyiTsvit" 0 1.02617332931411 0.990785891697297 0.883063052647112 0.798979615602069 0.790236832207666 1.03820091217045 0.88475016797087 0.918062935850802 0.835635784620128 0.888619361639776 0.889546490533962 0.98538951105501 0.787635059582927 0.806269311474802 0.898724071040469 0.835996914732754 0.962622443682251 1.01693905431784 0.823612747518958 0.900945336304028 0.932592928576609 0.976186998360339 0.857280620788024 1.01365223360285 0.996165461494592 0.974218878334631 0.98395976467602 0.873947970825968 0.969850327844869 0.856526610510865 0.783837636065183 0.986049272289671 0.851979815121288 1.00346377819515 0.776871576563916 0.844381406646795 0.938916517970378 0.838706633482485 1.11983901271821 0.943284873274529 0.846466667489383 0.965131591473242 0.919014507816694 0.99140645536423 0.970418455055202 1.10942146850581 1.00855951485507 0.979315896719202
"Cherniavskyi_VaeVictis" 1.02617332931411 0 1.12537472857995 0.975315729910226 0.923505262477703 0.986214215430805 0.874624244744694 0.897230188013801 0.819210901079708 1.07173782503457 0.956185486879622 0.904075892434084 0.991779429675134 0.906009757305616 1.09084731004978 1.09656314826948 0.966051393454051 0.992823706910496 1.08709904007889 0.921426385861783 0.961102534985853 0.981567655554224 0.947160824608628 0.936836081536105 1.10914839394057 1.00960053295717 0.96613412054945 1.09744238080135 1.03902342345875 1.07454810850342 0.953685991145688 0.901150396553384 0.948740128894149 0.863765314031626 1.08732840538254 0.997121601000758 0.950280870118055 1.03353738593626 0.932635964234469 1.0751012459406 1.05207469379935 0.996177308871071 1.0764351225043 1.05211927876716 1.00414796880102 1.04226105673668 1.21675668532561 1.07745469327321 0.952742497068994
"Fedkovych_Farmazony" 0.990785891697297 1.12537472857995 0 1.08332432940052 0.965938999313873 1.01969360543565 1.12959520170785 1.03396614163188 1.07735502660834 1.05255752650113 1.09383363078364 1.07444918285166 1.14567605634769 0.978533405917201 1.07313416918069 1.17889320417251 1.05579181101523 1.08393396758844 1.12198644743653 1.00137065535272 1.03391220931486 1.14186351889648 1.1179791579901 0.950132137424243 1.14763846662 1.02733452051179 0.971287474830525 1.10516507778707 1.08223788654764 1.01312235391735 0.995931396363764 0.975031877492806 1.0240883685247 1.01292640951921 1.12567868882638 1.03411708910005 1.04852517439362 1.17989284560582 1.01836835754443 1.17392088894432 1.15098693166893 1.03863619165502 1.16990796380316 1.04299211270683 1.09480054357734 1.08158441666018 1.12520261120381 1.21027992332134 1.18842936286665
"Franko_BoaConstrictor" 0.883063052647112 0.975315729910226 1.08332432940052 0 0.782735434722078 0.816688904530015 1.00781348001297 0.977093973392772 0.950096139979635 0.877006535058932 1.00641582264677 0.944752464616 1.02041782037988 0.816045489846819 0.895127767464663 0.959074690441982 0.849770143121942 1.10689189272729 1.16211520360586 0.964139948394222 0.936330710071488 0.850522628820423 1.00096502322203 1.01613615181662 1.19133464652583 1.06734978657614 1.05938134630163 1.16004505875745 1.01770830501569 1.01139562637067 0.860635352445321 0.886942324204216 1.04808933859321 0.909174635694379 1.15020064243863 0.789505338589411 0.950640113801924 1.06740307154482 0.992581026982813 1.17536898114235 1.00801493345783 0.931119302029686 1.04922185187248 0.984421546481073 1.05679327143527 1.14225408774781 1.29421142835156 1.13908920260477 1.02846778886192
"Franko_PerekhresniStezhky" 0.798979615602069 0.923505262477703 0.965938999313873 0.782735434722078 0 0.686782776353375 0.954279115969149 0.900256854177577 0.87567190240207 0.785315232437396 0.93476609846961 0.8741963927948 1.01136714128955 0.737738952690908 0.807732691151048 0.983282269148308 0.805297731367378 0.995190801115309 1.08861820637789 0.818534806050283 0.77831148607967 0.920451851947484 0.926039841916895 0.868076100804005 1.15004060304363 0.980933127423572 0.978498495951279 1.0953537236096 0.968954611869523 0.934952244331485 0.713856357733567 0.881720053286647 0.906325078654462 0.917842801461056 1.1347237317345 0.739123605826217 0.798186603226476 0.97721957785231 0.937148505783083 1.15064171759882 0.90881768268258 0.854582784027414 0.901032638296368 1.00883842294902 1.0572957551251 1.0262535247548 1.20272257978437 1.10702185843811 0.834916060367497
"Franko_ZakharBerkut" 0.790236832207666 0.986214215430805 1.01969360543565 0.816688904530015 0.686782776353375 0 0.953032400321712 0.963814036057151 0.95067178253324 0.881443625438479 0.849469385129823 0.838739691325494 0.931164738038139 0.815361349188204 0.922244796807648 0.952999819471336 0.857702582712081 1.05267389875688 1.1263658950864 0.907984417508956 0.88716657426596 0.91629877072887 1.02562571694314 0.889085476182355 1.1291697011007 0.995196093064928 1.03220276886816 1.11946506473485 0.899755336852486 1.07258579515231 0.874481527102922 0.82505580132798 0.994314754862786 0.944673227587434 1.14981754405332 0.709341728227365 0.921949818063701 1.08226185716688 0.87255325047182 1.17641641632016 1.01244117109535 0.940247032951002 1.07267105638408 0.957408237234363 1.06064294910326 1.09934675706273 1.22842995186095 1.17812632096576 1.00718605471845
"Hrinchenko_BratNaBrata" 1.03820091217045 0.874624244744694 1.12959520170785 1.00781348001297 0.954279115969149 0.953032400321712 0 0.809089259305329 0.765641321949079 1.06590489556649 0.938504481547851 0.920404569094246 0.943667566155315 0.95047287966333 1.1588491626738 1.16844547154969 1.03036206810085 1.05008105208964 1.14488485412658 0.986580024252249 0.878887633837833 0.992517864864079 0.972976679473617 0.976330540271724 1.18694568175457 1.06223569880331 1.00826199300789 1.17116479131834 1.01973888065226 1.14873717815919 0.982498766773111 0.907678306783032 1.00486329296576 0.903783873070087 1.12404316929301 0.99746277744438 0.965559315044486 1.06819063339479 0.933013387308722 1.12314977042174 1.04191120541318 0.965029239856837 1.07560603439004 1.10433103337928 1.06724676852456 1.11265746095518 1.26182515173307 1.14933750381055 0.955274759106837
"Hrinchenko_PidTykhymyVerbamy" 0.88475016797087 0.897230188013801 1.03396614163188 0.977093973392772 0.900256854177577 0.963814036057151 0.809089259305329 0 0.522812985655513 1.01946357791345 0.941472558712054 0.852780367368209 0.968228355225261 0.817221451191056 0.991796049840574 1.03849664955156 0.88532902219881 0.850927933667423 0.97093315578597 0.813673166875811 0.897453560503205 0.991249695524615 0.869907004998902 0.804044387062036 0.996083989266679 0.93979934606307 0.838055101449402 0.957288418098694 0.969915118180208 0.94627529116819 0.880778070404636 0.874356651242377 0.85886453723299 0.705894592950919 0.959259389544734 0.942704004871739 0.888199857688255 0.965158683369466 0.874935122175074 1.01161780339621 1.02688511542563 0.863088194900385 0.9782251918068 1.0592124835448 0.969397785109724 0.909208888916212 1.1334454414477 0.957159672596705 0.947906702988722
"Hrinchenko_SeredTemnoiNochi" 0.918062935850802 0.819210901079708 1.07735502660834 0.950096139979635 0.87567190240207 0.95067178253324 0.765641321949079 0.522812985655513 0 1.03472338648323 0.870278462737824 0.800806124702795 0.888585757466982 0.802693799125441 1.03101413140319 1.03684541884448 0.872103579329194 0.935174455288413 1.0108566760541 0.84553131849678 0.841135715999575 0.98020750092951 0.85227408873509 0.846759337971389 0.997777872207134 0.947285876509176 0.864926351066484 0.973433300802405 0.926908302416727 0.95226578812988 0.848960279184238 0.867516647550557 0.889321779260711 0.744189004246869 0.985067018874515 0.935086441415936 0.893174890034024 0.996157469386025 0.903915235123535 1.00029740625707 1.00661898188699 0.844219264744861 0.985609427868853 1.07001737997928 0.947119399664168 0.965811443763141 1.15244052793688 0.98642842995646 0.915633588511603
"Iatskiv_Blyskavytsi" 0.835635784620128 1.07173782503457 1.05255752650113 0.877006535058932 0.785315232437396 0.881443625438479 1.06590489556649 1.01946357791345 1.03472338648323 0 1.0123254224396 0.996453680395798 1.12097468342934 0.83885106405162 0.807224925329188 0.952379797041011 0.849706963213552 1.06125346334741 1.17192364429241 0.939391490417371 0.872482153973148 0.960026321943246 1.01095327727268 1.00762252886526 1.17124029785994 1.09595602116194 1.11434033510354 1.11089388652872 1.0143206096113 1.02839184139668 0.860638920381044 0.990373113053627 1.06856455719916 1.03906890025883 1.15216773970792 0.816604350473312 0.922848410373732 0.969197041131135 1.01050278747207 1.19721507739121 0.93734685079323 0.902100838917454 0.970286524233131 1.06269165495061 1.10161729232666 1.07558967292739 1.2373285221816 1.13639208496184 0.897208076130704
